شماره,گروه,اسم ,استاد,هفته,روز,ساعت,مکان
2112119,1,امنيت شبكه,رضواني محسن,هرهفته,شنبه,08:00-09:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2312614,5,تربيت بدني,غلامي فرهاد,هرهفته,شنبه,08:00-09:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن تمرين با وزنه(پرديس2 فني)
2312615,9,ورزش 1,حسيني نيا سيد رضا,هرهفته,شنبه,08:00-09:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن ورزشي پرديس2 فني
2312712,1,ژيمناستيك (1),رضواني محمدحسين,هرهفته,شنبه,08:00-09:30,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312777,1,ايروبيك 2,دهقان پوري حوريه,هرهفته,شنبه,08:00-09:30,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312840,1,بدمينتون(1),ساساني مقدم شيوا,هرهفته,شنبه,08:00-09:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
2412318,1,نقشه برداري(نظري),بيگدلي بهناز,هرهفته,شنبه,08:00-09:30,
2512002,1,آزمايشگاه مباني مهندسي برق,ايرجي محمد,هرهفته,شنبه,08:00-09:30,ساختمان كارگاهها كارگاه برق
2512007,1,آزمايشگاه شيمي عمومي,افضلي نيا احمد,هرهفته,شنبه,08:00-09:30,
2512008,1,كارگاه عمومي,اخياني مهدي,هرهفته,شنبه,08:00-09:30,
2512018,2,ترموديناميك مواد 1,احمدي درياكناري محمد,هفته هاي فرد,شنبه,08:00-09:30,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2514028,1,شيمي فيزيك مهندسي شيمي,احمدي درياكناري محمد,هفته هاي زوج,شنبه,08:00-09:30,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
1112200,1,پردازش سيگنال هاي ديجيتال,خرقانيان رضا,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1112207,1,آز سيستم هاي ديجيتال 1,ميثمي فر محمدعلي,هرهفته,شنبه,08:00-09:30,ساختمان كارگاهها آز سيستم ديجيتال1
1112222,1,سيگنال ها و سيستم ها,احمدي فرد عليرضا,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1112222,2,سيگنال ها و سيستم ها,مروي حسين,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112222,3,سيگنال ها و سيستم ها,مشايخي ولي اله,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1126052,2,فيزيولوژي,محمدپوري زينب,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1126055,1,مديريت و كارآفريني در مهندسي پزشكي,جلالي مهدي,هرهفته,شنبه,08:00-09:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 5-دانشكده كامپيوتر
1312029,1,معادلات ديفرانسيل,جعفري سيد حيدر,هرهفته,شنبه,08:00-09:30,
1312029,2,معادلات ديفرانسيل,شريفي كامران,هرهفته,شنبه,08:00-09:30,
1312029,3,معادلات ديفرانسيل,غزنوي مهرداد,هرهفته,شنبه,08:00-09:30,
1312029,4,معادلات ديفرانسيل,قوتمند جزي مهدي,هرهفته,شنبه,08:00-09:30,
1312029,5,معادلات ديفرانسيل,ناظمي عليرضا,هرهفته,شنبه,08:00-09:30,
1314022,1,اصول سيستم هاي كامپيوتري,پورعيدي ابوالفضل,هرهفته,شنبه,08:00-09:30,
1316136,1,احتمال 1(آمار),نزاكتي رضازاده احمد,هرهفته,شنبه,08:00-09:30,
1318021,1,احتمال 1,نزاكتي رضازاده احمد,هرهفته,شنبه,08:00-09:30,
1318027,1,مباني سيستمهاي ديناميكي,خدامي عليرضا,هرهفته,شنبه,08:00-09:30,دانشكده رياضي كلاس 5-دانشكده رياضي
1414086,1,حسابداري ميانه 1,لطفي محسن,هرهفته,شنبه,08:00-09:30,
1414092,1,حسابداري پيشرفته 2,عامري مجيد,هرهفته,شنبه,08:00-09:30,
1414142,2,اقتصاد خرد(3),آرمان مهر محمد رضا,هرهفته,شنبه,08:00-09:30,
1414162,1,بازار سرمايه اسلامي,عبدالباقي عطاآبادي عبدالمجيد,هرهفته,شنبه,08:00-09:30,
1416024,3,دانش خانواده و جمعيت,داروغه فاطمه,هرهفته,شنبه,08:00-09:30,دانشكده عمران كلاس 17-دانشكده عمران
1416024,15,دانش خانواده و جمعيت,محمدي روح الله,هرهفته,شنبه,08:00-09:30,دانشكده رياضي كلاس 2-دانشكده رياضي
1418130,1,كاربرد كامپيوتر در مديريت,سيدي سيدحسين,هفته هاي فرد,شنبه,08:00-09:30,
1418133,1,مديريت رفتار سازماني,اشرفي بزرگمهر,هفته هاي زوج,شنبه,08:00-09:30,
1418157,1,"بررسي اقتصادي، اجتماعي و فرهنگي طرح هاي صنعتي",راحتي خليل,هرهفته,شنبه,08:00-09:30,
1422033,1,مديريت و كنترل پروژه,سيدي سيدحسين,هفته هاي زوج,شنبه,08:00-09:30,
1426041,1,متون برگزيده نثر ادبي,جهانباني مرضيه,هرهفته,شنبه,08:00-09:30,
1512298,1,مورفولوژي و سيستماتيك گياهي,عامريان محمدرضا,هرهفته,شنبه,08:00-09:30,
1514300,1,نقشه برداري(2),اژدري خليل,هرهفته,شنبه,08:00-09:30,
1516172,1,ميوه هاي معتدله,رضائي مهدي,هرهفته,شنبه,08:00-09:30,دانشكده كشاورزي- ساختمان زيتون كلاس شماره 11
1518193,2,باكتري شناسي گياهي مقدماتي,موجرلو شيده,هفته هاي زوج,شنبه,08:00-09:30,
1518195,2,ويروس شناسي گياهي مقدماتي,موجرلو شيده,هفته هاي فرد,شنبه,08:00-09:30,
1612002,1,رياضي مهندسي,جعفري محمد,هفته هاي فرد,شنبه,08:00-09:30,دانشكده مكانيك كلاس 3-دانشكده مكانيك
1612007,1,علم مواد,حيدري مهدي,هرهفته,شنبه,08:00-09:30,دانشكده مكانيك كلاس 10-دانشكده مكانيك
1612018,1,انتقال حرارت 1,كيهاني محمدحسن,هرهفته,شنبه,08:00-09:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1612018,2,انتقال حرارت 1,جباري مقدم علي,هرهفته,شنبه,08:00-09:30,دانشكده مكانيك كلاس 2-دانشكده مكانيك
1612029,1,هيدروليك و نيوماتيك,نظري احمد,هرهفته,شنبه,08:00-09:30,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
1714288,1,مباني جي آي اس در مهندسي عمران,واقعي رمضان,هرهفته,شنبه,08:00-09:30,دانشكده عمران كلاس 13-دانشكده عمران
1714550,1,تكنولوژي و بازرسي جوش(كارگاه),شفائي جليل,هرهفته,شنبه,08:00-09:30,
1714773,1,رياضيات مهندسي,گلي مهدي,هرهفته,شنبه,08:00-09:30,
1714854,1,برنامه ريزي شهري,دهقان منگابادي ابوالفضل,هرهفته,شنبه,08:00-09:30,دانشكده عمران كلاس 14-دانشكده عمران
1812038,1,شيمي آلي 2,كيوانلو علي,هرهفته,شنبه,08:00-09:30,
1812038,2,شيمي آلي 2,نصراصفهاني حسين,هرهفته,شنبه,08:00-09:30,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1812050,4,آز شيمي فيزيك 2,نيكوفرد حسين,هرهفته,شنبه,08:00-09:30,دانشكده علوم زمين آزمايشگاه 3 (شيمي تجزيه)
1812072,1,شيمي صنايع معدني,بهراميان بهرام,هرهفته,شنبه,08:00-09:30,دانشكده علوم زمين كلاس شماره 7-دانشكده علوم زمين
1912008,14,فيزيك 2 - فني,مولاروي طيبه,هفته هاي فرد,شنبه,08:00-09:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 2-دانشكده كامپيوتر
1912008,15,فيزيك 2 - فني,حسيني منصوري سيدعلي,هرهفته,شنبه,08:00-09:30,دانشكده معدن و ژئوفيزيك كلاس شماره 6-دانشكده معدن
1912008,16,فيزيك 2 - فني,بي تقصير فدافن كاظم,هرهفته,شنبه,08:00-09:30,دانشكده علوم انساني كلاس شماره 203-دانشكده مديريت
1912045,1,فيزيك حالت جامد 1,مولاروي طيبه,هفته هاي زوج,شنبه,08:00-09:30,دانشكده فيزيك كلاس 36-دانشكده فيزيك
1912138,1,فيزيك پايه 1 زمين شناسي,صداقت نيا پريسا,هرهفته,شنبه,08:00-09:30,
1912284,1,فيزيك حالت جامد 1,مولاروي طيبه,هفته هاي زوج,شنبه,08:00-09:30,دانشكده فيزيك كلاس 36-دانشكده فيزيك
2012322,1,آبهاي زيرزميني,زارعي دودجي سميه,هرهفته,شنبه,08:00-09:30,
2012325,1,متون علمي زمين شناسي,موسيوند فردين,هرهفته,شنبه,08:00-09:30,
2312709,2,آمادگي جسماني(2),دهقان پوري حوريه,هرهفته,شنبه,09:30-11:00,سالن شماره 1 (فجر) سالن تمرين با وزنه
2312615,1,ورزش 1,رجبي مجتبي,هرهفته,شنبه,09:30-11:00,سالن شماره 3(پرديس فناوريهاي نوين) سالن ورزشي پرديس2 فني
2312614,4,تربيت بدني,غلامي فرهاد,هرهفته,شنبه,09:30-11:00,سالن شماره 3(پرديس فناوريهاي نوين) سالن تمرين با وزنه(پرديس2 فني)
2012323,1,زمين شناسي مهندسي,مومني علي اكبر,هرهفته,شنبه,09:30-11:00,دانشكده علوم زمين كلاس شماره 10-علوم زمين
1912414,1,فيزيك الكترومغناطيس و نور,وطن خواهان عادله,هرهفته,شنبه,09:30-11:00,دانشكده عمران كلاس 18-دانشكده عمران
2012307,1,سنگ هاي دگرگوني,قاسمي حبيب اله,هرهفته,شنبه,09:30-11:00,
2012307,2,سنگ هاي دگرگوني,قاسمي حبيب اله,هرهفته,شنبه,09:30-11:00,
2012525,1,مباني كاني شناسي,شيبي مريم,هرهفته,شنبه,09:30-11:00,
2012525,2,مباني كاني شناسي,شيبي مريم,هرهفته,شنبه,09:30-11:00,
2112022,1,شبكه هاي كامپيوتري,رضواني محسن,هرهفته,شنبه,09:30-11:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2112026,1,اصول طراحي كمپايلر,خدابخش مريم,هفته هاي زوج,شنبه,09:30-11:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 3-دانشكده كامپيوتر
2112026,2,اصول طراحي كمپايلر,تجري عليرضا,هفته هاي زوج,شنبه,09:30-11:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 5-دانشكده كامپيوتر
1912293,1,الكترونيك 1,مهرابيان سميه,هفته هاي فرد,شنبه,09:30-11:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912296,1,زبان تخصصي (فيزيك مهندسي),عشقي حسين,هرهفته,شنبه,09:30-11:00,دانشكده فيزيك كلاس 36-دانشكده فيزيك
1912054,1,زبان تخصصي,عشقي حسين,هرهفته,شنبه,09:30-11:00,دانشكده فيزيك كلاس 36-دانشكده فيزيك
1912189,1,زبان تخصصي,عشقي حسين,هرهفته,شنبه,09:30-11:00,دانشكده فيزيك كلاس 36-دانشكده فيزيك
1912010,1,آز فيزيك 1 - فني,جعفري منيره,هرهفته,شنبه,09:30-11:00,ساختمان آزمايشگاهها فيزيك پايه 1
1912012,1,آز فيزيك 2 -فني,فرامرزي كهنه شهري سرور,هرهفته,شنبه,09:30-11:00,ساختمان آزمايشگاهها فيزيك پايه 2
1912002,1,الكترونيك 1,مهرابيان سميه,هفته هاي فرد,شنبه,09:30-11:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912007,1,فيزيك 1 - فني,انصاري راد مهدي,هفته هاي فرد,شنبه,09:30-11:00,
1912007,2,فيزيك 1 - فني,هاشم زاده دهاقاني مجتبي,هفته هاي فرد,شنبه,09:30-11:00,
1912007,3,فيزيك 1 - فني,حسيني سيد ايمان,هفته هاي زوج,شنبه,09:30-11:00,دانشكده عمران كلاس 19-دانشكده عمران
1912007,4,فيزيك 1 - فني,مهرابيان سميه,هفته هاي زوج,شنبه,09:30-11:00,دانشكده عمران كلاس 17-دانشكده عمران
1812035,1,شناسايي تركيبات آلي,كيوانلو علي,هرهفته,شنبه,09:30-11:00,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1812036,2,شيمي آلي 1,باخرد محمد,هرهفته,شنبه,09:30-11:00,
1714310,1,مهندسي آب و فاضلاب (پروژه),تقي زاده فيروز جايي طاهره,هرهفته,شنبه,09:30-11:00,دانشكده عمران كلاس 13-دانشكده عمران
1612034,1,سيستم هاي اندازه گيري,بامداد مهدي,هرهفته,شنبه,09:30-11:00,
1612056,1,سوخت و احتراق,عباس نژاد علي,هرهفته,شنبه,09:30-11:00,دانشكده مكانيك كلاس 1-دانشكده مكانيك
1612013,1,آز مكانيك سيالات,حيدري مسعود,هرهفته,شنبه,09:30-11:00,
1714011,1,مكانيك سيالات,عابديني اميرعباس,هرهفته,شنبه,09:30-11:00,
1612001,1,محاسبات عددي,احمدي محمدحسين,هرهفته,شنبه,09:30-11:00,دانشكده مكانيك كلاس 2-دانشكده مكانيك
1516162,1,اصول و روشهاي ازدياد گياهان,بداقي حجت اله,هرهفته,شنبه,09:30-11:00,
1514378,1,زراعت عمومي,حيدري پرويز,هرهفته,شنبه,09:30-11:00,
1514189,1,فيزيك خاك,درستكار وجيهه,هرهفته,شنبه,09:30-11:00,
1514199,1,حفاظت آب وخاك,عباسپور علي,هفته هاي زوج,شنبه,09:30-11:00,دانشكده كشاورزي- ساختمان اداري كلاس شماره 7
1512279,1,طرح هاي آزمايشي در كشاورزي2,پارسائيان مهديه,هرهفته,شنبه,09:30-11:00,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 5
1426019,1,مقاله نويسي,معزي پور فرهاد,هرهفته,شنبه,09:30-11:00,
1422046,2,تحليل سيستم ها,سيدي سيدحسين,هرهفته,شنبه,09:30-11:00,
1420015,12,زبان عمومي,جهانباني مرضيه,هرهفته,شنبه,09:30-11:00,
1422011,1,جبر خطي,جعفري سيد حيدر,هرهفته,شنبه,09:30-11:00,
1418128,1,آمار و احتمالات و كاربرد آن در مديريت(1),ربيعي محمدرضا,هرهفته,شنبه,09:30-11:00,
1416024,6,دانش خانواده و جمعيت,داروغه فاطمه,هرهفته,شنبه,09:30-11:00,
1416015,1,تفسير موضوعي قرآن,آخوندي علي اصغر,هرهفته,شنبه,09:30-11:00,مهندسي كامپيوتر و فناوري اطلاعات كلاس 2-دانشكده كامپيوتر
1414074,1,آماربراي اقتصاد(1),اقبال نگار,هرهفته,شنبه,09:30-11:00,
1314017,1,مباني نظريه محاسبه,مغاري سميه,هرهفته,شنبه,09:30-11:00,
1312132,1,رياضي 1 زمين,خدامي عليرضا,هرهفته,شنبه,09:30-11:00,
1312370,1,رياضي عمومي1-علوم پايه,خدامي عليرضا,هرهفته,شنبه,09:30-11:00,
1312029,6,معادلات ديفرانسيل,قرآني مريم,هرهفته,شنبه,09:30-11:00,
1312029,7,معادلات ديفرانسيل,مس فروش مشهد محمد علي,هرهفته,شنبه,09:30-11:00,
1214089,1,استاتيك,جلالي سيد محمد اسماعيل,هرهفته,شنبه,09:30-11:00,
1224043,1,دورسنجي وGIS,ضيائي منصور,هرهفته,شنبه,09:30-11:00,دانشكده معدن و ژئوفيزيك كلاس شماره 8-دانشكده معدن
1312025,1,رياضي عمومي 1 - علوم پايه,خدامي عليرضا,هرهفته,شنبه,09:30-11:00,
1112219,1,آز مدارهاي الكتريكي و اندازه گيري,ملكي محمدصادق,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك مدارهاي الكتريكي و اندازه گيري
1112144,1,آنتن,قاليبافان جواد,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1112063,1,آز الكترونيك 2,ميثمي فر محمدعلي,هرهفته,شنبه,09:30-11:00,ساختمان كارگاهها اتاق پروژه الكترونيك
1112077,1,ماشينهاي الكتريكي 3,دارابي احمد,هفته هاي زوج,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112014,1,الكترومغناطيس,آزادي طينت نيما,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112014,2,الكترومغناطيس,مشايخي ولي اله,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112014,3,الكترومغناطيس,ميررضائي سيد مسعود,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1112004,1,كارگاه عمومي,اخياني مهدي,هرهفته,شنبه,09:30-11:00,ساختمان كارگاهها كارگاه ماشين ابزار
1112004,2,كارگاه عمومي,احسانپور محمد حسين,هرهفته,شنبه,09:30-11:00,ساختمان كارگاهها كارگاه جوشكاري
2514026,1,عمليات واحد1,ارجمندزاده عليرضا,هفته هاي فرد,شنبه,09:30-11:00,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2512095,1,آزمايشگاه خوردگي و پوشش,بزرگ منصور,هرهفته,شنبه,09:30-11:00,دانشكده مهندسي شيمي ومواد آزخوردگي/توليدفلزات- دانشكده شيمي و مواد
2514005,1,آزمايشگاه شيمي تجزيه,عربخاني بهاره,هرهفته,شنبه,09:30-11:00,دانشكده علوم زمين آزمايشگاه 3 (شيمي تجزيه)
2514007,1,آزمايشگاه شيمي آلي,مومني اميرحسين,هرهفته,شنبه,09:30-11:00,دانشكده علوم زمين آز مايشگاه 1 (شيمي آلي و معدني)
2512015,1,بلور شناسي و آزمايشگاه,مولايي محمد جعفر,هرهفته,شنبه,09:30-11:00,
2512015,2,بلور شناسي و آزمايشگاه,شجاعي بهاءآباد مريم,هرهفته,شنبه,09:30-11:00,
2412451,1,درك و بيان محيط شهري,منصفي پراپري دانيال,هرهفته,شنبه,09:30-11:00,
2412319,1,نقشه برداري(عملي),يارمحمدي رضا,هرهفته,شنبه,09:30-11:00,
2312840,2,بدمينتون(1),ساساني مقدم شيوا,هرهفته,شنبه,09:30-11:00,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
2312712,3,ژيمناستيك (1),مكبريان منصوره,هرهفته,شنبه,09:30-11:00,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312745,1,ورزش هاي جسمي-ذهني(پيلاتس),حقيقي مينا,هرهفته,شنبه,09:30-11:00,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312746,1,ورزش هاي آبي,حسيني نيا سيد رضا,هرهفته,شنبه,09:30-11:00,مجموعه استخر نشاط استخر بزرگ
2312614,1,تربيت بدني,غلامي فرهاد,هرهفته,شنبه,11:00-12:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن تمرين با وزنه(پرديس2 فني)
2112158,1,مباحث ويژه 2,فاتح منصور,هرهفته,شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2312615,2,ورزش 1,رجبي مجتبي,هرهفته,شنبه,11:00-12:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن ورزشي پرديس2 فني
2312776,1,بدمينتون(2),رضواني محمدحسين,هرهفته,شنبه,11:00-12:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
2312735,2,فوتبال(1),حقيقي مينا,هرهفته,شنبه,11:00-12:30,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312712,2,ژيمناستيك (1),مكبريان منصوره,هرهفته,شنبه,11:00-12:30,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312709,3,آمادگي جسماني(2),دهقان پوري حوريه,هرهفته,شنبه,11:00-12:30,سالن شماره 1 (فجر) سالن تمرين با وزنه
2312732,1,دو و ميداني (2),يونسيان علي,هرهفته,شنبه,11:00-12:30,زمين روباز پيست دو و ميداني
2412307,2,اسكيس1,محسني منصوره,هرهفته,شنبه,11:00-12:30,دانشكده فيزيك آتليه 4-دانشكده معماري و شهرسازي
2412319,2,نقشه برداري(عملي),يارمحمدي رضا,هرهفته,شنبه,11:00-12:30,
2512020,1,آزمايشگاه خواص مكانيكي مواد1,كريمي محسن,هرهفته,شنبه,11:00-12:30,ساختمان كارگاههاي پرديس فناوريهاي نوين آز شكل دادن فلزات/خواص مكانيكي ساختمان كارگاههاي پرديس فناوريهاي نوين(مواد)
2514007,2,آزمايشگاه شيمي آلي,مومني اميرحسين,هرهفته,شنبه,11:00-12:30,
1112006,1,كارگاه برق,ايرجي محمد,هرهفته,شنبه,11:00-12:30,ساختمان كارگاهها كارگاه برق
1112137,1,ميدانها و امواج,آزادي طينت نيما,هرهفته,شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1224023,1,زمين شناسي اقتصادي,ابراهيمي سوسن,هرهفته,شنبه,11:00-12:30,
1224062,1,آزمايشگاه وعمليات ژئوفيزيك,عرب اميري عليرضا,هرهفته,شنبه,11:00-12:30,
,,,پيروز ايرج,,,,
1224099,1,آزمايشگاه كاني شناسي,عابدي آرزو,هرهفته,شنبه,11:00-12:30,
1126052,1,فيزيولوژي,محمدپوري زينب,هرهفته,شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1112398,1,آز طراحي سيستم هاي ديجيتال ASIC/FPGA,ميثمي فر محمدعلي,هرهفته,شنبه,11:00-12:30,ساختمان كارگاهها معماري كامپيوتر و ميكروپروسسور
1312028,1,رياضي عمومي 2 - فني,آل هوز عبدا...,هرهفته,شنبه,11:00-12:30,
1312028,2,رياضي عمومي 2 - فني,خدامي عليرضا,هرهفته,شنبه,11:00-12:30,
1314002,1,رياضيات عمومي 2,غزنوي مهرداد,هرهفته,شنبه,11:00-12:30,
1314002,2,رياضيات عمومي 2,ايرانمنش مهدي,هرهفته,شنبه,11:00-12:30,
1314003,1,رياضي مهندسي,مس فروش مشهد محمد علي,هرهفته,شنبه,11:00-12:30,
1414073,1,اصول حسابداري1,ياوري محمدمهدي,هرهفته,شنبه,11:00-12:30,
1316179,1,مباحثي در آمار كاربردي(آمار),ربيعي محمدرضا,هرهفته,شنبه,11:00-12:30,دانشكده رياضي كلاس 5-دانشكده رياضي
1316104,1,رياضيات عمومي 2(آمار),غزنوي مهرداد,هرهفته,شنبه,11:00-12:30,
1316104,2,رياضيات عمومي 2(آمار),ايرانمنش مهدي,هرهفته,شنبه,11:00-12:30,
1318006,1,رياضيات عمومي 2,غزنوي مهرداد,هرهفته,شنبه,11:00-12:30,
1318006,2,رياضيات عمومي 2,ايرانمنش مهدي,هرهفته,شنبه,11:00-12:30,
1418127,1,اصول و مباني مديريت از ديدگاه اسلام,قاسم پورگنجي سيده فاطمه,هفته هاي زوج,شنبه,11:00-12:30,
1418002,1,اصول حسابداري 2,عبدالباقي عطاآبادي عبدالمجيد,هفته هاي فرد,شنبه,11:00-12:30,
1414170,1,روش تحقيق در اقتصاد,ميرباقري جم محمد,هرهفته,شنبه,11:00-12:30,
1414143,1,اقتصاد كلان(3),مزيناني عاطفه,هرهفته,شنبه,11:00-12:30,
1422024,1,ارزيابي كار و زمان,حسني علي,هرهفته,شنبه,11:00-12:30,
1418160,2,فنون تجزيه و تحليل و طراحي سيستم ها,دياري بهاره,هفته هاي فرد,شنبه,11:00-12:30,
1420001,1,فارسي,فيروزي نويد,هرهفته,شنبه,11:00-12:30,
1418147,1,حسابداري صنعتي (2),حسيني جبلي سيده فاطمه,هرهفته,شنبه,11:00-12:30,
1426207,1,دستور زبان پيشرفته,معزي پور فرهاد,هرهفته,شنبه,11:00-12:30,
1512185,1,باغباني عمومي,رضائي مهدي,هرهفته,شنبه,11:00-12:30,
1512267,1,مديريت بيماري هاي گياهان زراعي,موجرلو شيده,هرهفته,شنبه,11:00-12:30,دانشكده كشاورزي- ساختمان زيتون كلاس شماره 12
1512298,2,مورفولوژي و سيستماتيك گياهي,عامريان محمدرضا,هرهفته,شنبه,11:00-12:30,
1514190,1,فيزيك خاك-عملي,درستكار وجيهه,هرهفته,شنبه,11:00-12:30,
1514213,1,آزمايشگاه هيدروليك,اژدري خليل,هرهفته,شنبه,11:00-12:30,
1514302,1,مباني محيط زيست,عباسپور علي,هرهفته,شنبه,11:00-12:30,
1714017,1,هيدرولوژي مهندسي,محجوبي عماد,هرهفته,شنبه,11:00-12:30,دانشكده عمران كلاس 11-دانشكده عمران
1630004,1,مكانيك برش فلزات,حيدري مهدي,هرهفته,شنبه,11:00-12:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1612013,2,آز مكانيك سيالات,حيدري مسعود,هرهفته,شنبه,11:00-12:30,
1612075,1,طراحي ماشينهاي ابزار و توليد,قنادكهتويي مهدي,هرهفته,شنبه,11:00-12:30,دانشكده مكانيك كلاس 2-دانشكده مكانيك
1612080,1,شيمي عمومي,سرگلزايي محسن,هرهفته,شنبه,11:00-12:30,ساختمان كلاسها كلاس 1 همكف ساختمان كلاسها
1612080,2,شيمي عمومي,موسوي تكيه زينب,هرهفته,شنبه,11:00-12:30,
1714767,1,مباني نقشه برداري,گلي مهدي,هرهفته,شنبه,11:00-12:30,
1812025,4,آزمايشگاه شيمي عمومي 2,كلي وحيد,هرهفته,شنبه,11:00-12:30,ساختمان كلاسها كلاس 12 ساختمان كلاسها
1714790,1,كاربردهاي فتوگرامتري,بيگدلي بهناز,هرهفته,شنبه,11:00-12:30,دانشكده عمران كلاس 13-دانشكده عمران
1812073,1,اصول محاسبات شيمي صنعتي,افشارپور عليرضا,هرهفته,شنبه,11:00-12:30,دانشكده علوم زمين كلاس شماره 7-دانشكده علوم زمين
1812192,1,شيمي پليمر,نصراصفهاني حسين,هرهفته,شنبه,11:00-12:30,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1912012,2,آز فيزيك 2 -فني,خادمي تهمينه,هرهفته,شنبه,11:00-12:30,ساختمان آزمايشگاهها فيزيك پايه 2
1912010,2,آز فيزيك 1 - فني,حسيني منصوري سيدعلي,هرهفته,شنبه,11:00-12:30,ساختمان آزمايشگاهها فيزيك پايه 1
1912207,1,كارگاه الكتروتكنيك,سوهاني مسلم,هرهفته,شنبه,11:00-12:30,دانشكده فيزيك آزمايشگاه الكترونيك
1912311,1,كارگاه الكتروتكنيك (فيزيك),سوهاني مسلم,هرهفته,شنبه,11:00-12:30,دانشكده فيزيك آزمايشگاه الكترونيك
1912262,1,كامپيوتر2 تئوري (فيزيك مهندسي),هاشم زاده دهاقاني مجتبي,هرهفته,شنبه,11:00-12:30,دانشكده فيزيك كلاس 36-دانشكده فيزيك
2112039,1,برنامه سازي پيشرفته,رحيمي مرضيه,هرهفته,شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2112039,2,برنامه سازي پيشرفته,تجري عليرضا,هرهفته,شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 3-دانشكده كامپيوتر
2012336,1,آتشفشان شناسي,رضائي كهخائي مهدي,هرهفته,شنبه,11:00-12:30,
1912278,1,الكترومغناطيس 1,بي تقصير فدافن كاظم,هرهفته,شنبه,12:30-14:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912185,1,الكترومغناطيس 1,بي تقصير فدافن كاظم,هرهفته,شنبه,12:30-14:00,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1612081,1,نقشه كشي صنعتي 2,پروز هادي,هفته هاي فرد,شنبه,12:30-14:00,
1612081,1,نقشه كشي صنعتي 2,پروز هادي,هفته هاي زوج,شنبه,12:30-14:00,
