شماره,گروه,اسم ,استاد,هفته,روز,ساعت,مکان
2412456,1,ترسيم مقدماتي,عامري منيره,هرهفته,يك شنبه,09:30-11:00,دانشكده فيزيك آتليه 4-دانشكده معماري و شهرسازي
2514030,1,سينتيك و طراحي راكتور,اسماعيلي فرج سيدحميد,هرهفته,يك شنبه,09:30-11:00,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2512066,1,بررسي هاي غير مخرب,حاجيان حيدري مصطفي,هرهفته,يك شنبه,09:30-11:00,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
1112019,2,ماشينهاي الكتريكي 2,حسين تبار مرزبالي محمد,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1112010,1,مدارهاي الكتريكي 1,اشرف محمد رضا,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 12-دانشكده برق
1112010,2,مدارهاي الكتريكي 1,ميررضائي سيد مسعود,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112010,3,مدارهاي الكتريكي 1,شيوايي مجتبي,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112010,4,مدارهاي الكتريكي 1,قلعه نوئي محسن,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112010,5,مدارهاي الكتريكي 1,شاهسواري سجاد,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1112199,1,سيستم هاي ديجيتال 1,سليماني ايوري علي,هفته هاي فرد,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1112199,2,سيستم هاي ديجيتال 1,خرقانيان رضا,هفته هاي فرد,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112199,3,سيستم هاي ديجيتال 1,گرايلو هادي,هفته هاي فرد,يك شنبه,09:30-11:00,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1224032,1,آمار واحتمالات مهندسي,شيري يوسف,هرهفته,يك شنبه,09:30-11:00,
1224036,1,زبان تخصصي معدن,كامكار روحاني ابوالقاسم,هرهفته,يك شنبه,09:30-11:00,دانشكده معدن و ژئوفيزيك كلاس شماره 8-دانشكده معدن
1112380,2,آز ريزپردازنده,ميثمي فر محمدعلي,هرهفته,يك شنبه,09:30-11:00,
1314001,1,رياضيات عمومي 1,فتحعلي جعفر,هرهفته,يك شنبه,09:30-11:00,
1314002,2,رياضيات عمومي 2,ايرانمنش مهدي,هرهفته,يك شنبه,09:30-11:00,
1314002,1,رياضيات عمومي 2,غزنوي مهرداد,هرهفته,يك شنبه,09:30-11:00,
1318006,2,رياضيات عمومي 2,ايرانمنش مهدي,هرهفته,يك شنبه,09:30-11:00,
1318006,1,رياضيات عمومي 2,غزنوي مهرداد,هرهفته,يك شنبه,09:30-11:00,
1318002,1,رياضيات عمومي 1,فتحعلي جعفر,هرهفته,يك شنبه,09:30-11:00,
1316104,2,رياضيات عمومي 2(آمار),ايرانمنش مهدي,هرهفته,يك شنبه,09:30-11:00,
1316104,1,رياضيات عمومي 2(آمار),غزنوي مهرداد,هرهفته,يك شنبه,09:30-11:00,
1316100,1,رياضيات عمومي 1(آمار),فتحعلي جعفر,هرهفته,يك شنبه,09:30-11:00,
1314028,1,كامپايلر,پورعيدي ابوالفضل,هرهفته,يك شنبه,09:30-11:00,دانشكده رياضي كلاس 7-دانشكده رياضي
1316174,1,روش هاي چند متغيره پيوسته 2 (آمار),ربيعي محمدرضا,هرهفته,يك شنبه,09:30-11:00,دانشكده رياضي كلاس 5-دانشكده رياضي
1318035,1,هندسه ديفرانسيل موضعي,حجازي سيد رضا,هفته هاي زوج,يك شنبه,09:30-11:00,دانشكده رياضي كلاس 8-دانشكده رياضي
1414084,2,نرم افزارهاي كاربردي در حسابداري,وهابي محسن,هفته هاي فرد,يك شنبه,09:30-11:00,
1416015,2,تفسير موضوعي قرآن,آخوندي علي اصغر,هرهفته,يك شنبه,09:30-11:00,دانشكده علوم انساني كلاس شماره 205-دانشكده مديريت
1416009,2,انقلاب اسلامي ايران,نصيري علي اصغر,هرهفته,يك شنبه,09:30-11:00,
1416010,1,آشنايي با قانون اساسي,ملائي مهدي,هرهفته,يك شنبه,09:30-11:00,
1414151,1,سير انديشه هاي اقتصادي: متفكرين اسلامي و غربي,ميرباقري جم محمد,هرهفته,يك شنبه,09:30-11:00,
1414137,1,زبان انگليسي تخصصي,مولايي محمدعلي,هرهفته,يك شنبه,09:30-11:00,
1422026,2,آزمايشگاه مباني برق,ايرجي محمد,هرهفته,يك شنبه,09:30-11:00,
1418154,1,"طرح ريزي، تعميرات و نگهداري",رستمي محمد,هرهفته,يك شنبه,09:30-11:00,
1812035,1,شناسايي تركيبات آلي,كيوانلو علي,هرهفته,يك شنبه,10:30-11:00,دانشكده علوم زمين كلاس شماره 7-دانشكده علوم زمين
2412456,1,ترسيم مقدماتي,سركرده اي الهام,هرهفته,يك شنبه,11:00-12:00,دانشكده فيزيك آتليه 4-دانشكده معماري و شهرسازي
2112158,1,مباحث ويژه 2,فاتح منصور,هفته هاي زوج,يك شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2112105,1,اصول فناوري اطلاعات,مرشدلو حسين,هفته هاي فرد,يك شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 5-دانشكده كامپيوتر
2112114,1,آمار احتمال مهندسي,شاهسوني داود,هفته هاي فرد,يك شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2512012,1,ايستايي,محمدي مجيد,هرهفته,يك شنبه,11:00-12:30,
2512020,2,آزمايشگاه خواص مكانيكي مواد1,كريمي محسن,هرهفته,يك شنبه,11:00-12:30,ساختمان كارگاههاي پرديس فناوريهاي نوين آز شكل دادن فلزات/خواص مكانيكي ساختمان كارگاههاي پرديس فناوريهاي نوين(مواد)
2512025,1,آزمايشگاه انجماد و ريخته گري,طاهريان رضا,هرهفته,يك شنبه,11:00-12:30,ساختمان كارگاهها آزمايشگاه ريخته گري
2514019,1,ترموديناميك مهندسي شيمي1,رضاكاظمي ماشاءالله,هفته هاي فرد,يك شنبه,11:00-12:30,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2514023,1,آزمايشگاه انتقال حرارت,كاهاني مصطفي,هرهفته,يك شنبه,11:00-12:30,
2312733,3,ژيمناستيك (2),مكبريان منصوره,هرهفته,يك شنبه,11:00-12:30,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312734,1,شنا(2),وسدي الهام,هرهفته,يك شنبه,11:00-12:30,مجموعه استخر نشاط استخر بزرگ
2412317,1,فرايند طراحي در معماري,فرهنگي خانقاه عليرضا,هرهفته,يك شنبه,11:00-12:30,
2312777,3,ايروبيك 2,دهقان پوري حوريه,هرهفته,يك شنبه,11:00-12:30,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312840,3,بدمينتون(1),رضواني محمدحسين,هرهفته,يك شنبه,11:00-12:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
1224008,1,كارگاه عمومي1,احسانپور محمد حسين,هرهفته,يك شنبه,11:00-12:30,
1126063,1,زبان تخصصي و اصطلاحات پزشكي,كفائي قائيني محمد مهدي,هرهفته,يك شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1224116,1,ژئوفيزيك اكتشافي وعمليات,عرب اميري عليرضا,هرهفته,يك شنبه,11:00-12:30,دانشكده معدن و ژئوفيزيك كلاس شماره 7-دانشكده معدن
,,,نجاتي كلاته علي,,,,
1112079,1,جبرخطي,كيقبادي جواد,هفته هاي زوج,يك شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112011,3,مدارهاي الكتريكي 2,قلعه نوئي محسن,هفته هاي فرد,يك شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1112011,1,مدارهاي الكتريكي 2,خرقانيان رضا,هفته هاي فرد,يك شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 10-دانشكده برق
1112011,2,مدارهاي الكتريكي 2,دامچي ياسر,هفته هاي فرد,يك شنبه,11:00-12:30,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1112006,2,كارگاه برق,ايرجي محمد,هرهفته,يك شنبه,11:00-12:30,ساختمان كارگاهها كارگاه برق
1422015,2,برنامه نويسي كامپيوتر,كلايي دارابي خليل,هرهفته,يك شنبه,11:00-12:30,
1422018,2,كارگاه عمومي جوش,اشرفي حميد,هرهفته,يك شنبه,11:00-12:30,
1414141,2,اقتصاد كلان(2),مولايي محمدعلي,هفته هاي فرد,يك شنبه,11:00-12:30,
1414155,1,اقتصاد ايران (3):برنامه ريزي و بودجه,ميرباقري جم محمد,هرهفته,يك شنبه,11:00-12:30,
1414156,1,نظريه هاي توسعه اقتصادي,مولايي محمدعلي,هفته هاي زوج,يك شنبه,11:00-12:30,
1418126,1,روانشناسي صنعتي,رستمي حسن,هرهفته,يك شنبه,11:00-12:30,
1414085,1,اصول حسابداري 2,ياوري محمدمهدي,هرهفته,يك شنبه,11:00-12:30,
1414081,1,مالي1,عبدالباقي عطاآبادي عبدالمجيد,هرهفته,يك شنبه,11:00-12:30,
1318046,1,زبان تخصصي,شريفي كامران,هرهفته,يك شنبه,11:00-12:30,دانشكده رياضي كلاس 8-دانشكده رياضي
1316149,1,آشنايي با آمار رسمي(امار),باغيشني حسين,هرهفته,يك شنبه,11:00-12:30,
1316152,1,زبان تخصصي(آمار),شريفي كامران,هرهفته,يك شنبه,11:00-12:30,دانشكده رياضي كلاس 8-دانشكده رياضي
1316182,1,برنامه سازي پيشرفته (آمار),مغاري سميه,هرهفته,يك شنبه,11:00-12:30,
1318010,1,برنامه نويسي پيشرفته,مغاري سميه,هرهفته,يك شنبه,11:00-12:30,
1314003,1,رياضي مهندسي,مس فروش مشهد محمد علي,هرهفته,يك شنبه,11:00-12:30,
1314018,1,برنامه سازي پيشرفته,مغاري سميه,هرهفته,يك شنبه,11:00-12:30,
1312028,9,رياضي عمومي 2 - فني,كيان نژاد فاطمه,هرهفته,يك شنبه,11:00-12:30,
1312028,10,رياضي عمومي 2 - فني,نظري مرتضي,هرهفته,يك شنبه,11:00-12:30,
1312028,15,رياضي عمومي 2 - فني,ميراسدي سكينه بيگم,هرهفته,يك شنبه,11:00-12:30,
1312028,11,رياضي عمومي 2 - فني,داودي فهيمه,هرهفته,يك شنبه,11:00-12:30,
1312028,12,رياضي عمومي 2 - فني,حسين زاده بابره خسرو,هرهفته,يك شنبه,11:00-12:30,
1312028,13,رياضي عمومي 2 - فني,معتمدنژاد احمد,هرهفته,يك شنبه,11:00-12:30,
1312028,14,رياضي عمومي 2 - فني,احمدي محبوبه,هرهفته,يك شنبه,11:00-12:30,
1812049,1,شيمي فيزيك 2,سرگلزايي محسن,هرهفته,يك شنبه,11:00-12:30,
1812049,2,شيمي فيزيك 2,موسوي تكيه زينب,هرهفته,يك شنبه,11:00-12:30,ساختمان كلاسها كلاس 12 ساختمان كلاسها
1714791,1,عمليات كاربردهاي فتوگرامتري,بيگدلي بهناز,هرهفته,يك شنبه,11:00-12:30,دانشكده عمران كلاس 15-دانشكده عمران
1812023,1,شيمي عمومي 2,باقريان دهقي قدمعلي,هرهفته,يك شنبه,11:00-12:30,
1812023,2,شيمي عمومي 2,مصدرالامور فاطمه,هرهفته,يك شنبه,11:00-12:30,ساختمان كلاسها كلاس 8
1714294,1,مقررات ملي ساختمان,جلالي ميثم,هرهفته,يك شنبه,11:00-12:30,دانشكده عمران كلاس 14-دانشكده عمران
1714289,1,ماشين آلات ساختماني در راهسازي,حسيني سيدعلي,هرهفته,يك شنبه,11:00-12:30,دانشكده عمران كلاس 13-دانشكده عمران
1612062,1,موتورهاي احتراق داخلي,مهرگان محمود,هرهفته,يك شنبه,11:00-12:30,دانشكده مكانيك كلاس 9-دانشكده مكانيك
1714014,1,زمين شناسي مهندسي,كرامتي محسن,هرهفته,يك شنبه,11:00-12:30,
1714016,1,مكانيك خاك,نادري رضا,هرهفته,يك شنبه,11:00-12:30,
1426213,1,خواندن متو ن مطبوعاتي و رسانه اي,مرادي مقدم مصطفي,هرهفته,يك شنبه,11:00-12:30,
1512279,1,طرح هاي آزمايشي در كشاورزي2,پارسائيان مهديه,هرهفته,يك شنبه,11:00-12:30,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 5
1512273,1,توليد و بهره برداري گياهان دارويي,غلامي احمد,هرهفته,يك شنبه,11:00-12:30,دانشكده كشاورزي- ساختمان زيتون آمفي تاتر
1426006,1,گفت وشنودو آزمايشگاه 2,استوارنامقي سيدعلي,هرهفته,يك شنبه,11:00-12:30,
1426025,1,روش تدريس زبانهاي خارجي,ايرانمهر ابوطالب,هرهفته,يك شنبه,11:00-12:30,
1612009,1,ترموديناميك 2,عباس نژاد علي,هرهفته,يك شنبه,11:00-12:30,دانشكده مكانيك كلاس 4-دانشكده مكانيك
1612009,2,ترموديناميك 2,ضامن محمد,هرهفته,يك شنبه,11:00-12:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1612006,1,مقاومت مصالح 1,مهديزاده رخي مسعود,هرهفته,يك شنبه,11:00-12:30,دانشكده مكانيك كلاس 2-دانشكده مكانيك
1518059,1,آزمايشگاه -بيماريهاي مهم گياهان زراعي,موجرلو شيده,هرهفته,يك شنبه,11:00-12:30,
1514352,1,فيزيك2,محمودي اسمعيل,هرهفته,يك شنبه,11:00-12:30,
1516163,1,اصول و روشهاي ازدياد گياهان عملي,بداقي حجت اله,هرهفته,يك شنبه,11:00-12:30,
1514375,1,آزمايشگاه مقاومت مصالح,موحد نژاد محمد هادي,هرهفته,يك شنبه,11:00-12:30,
1514384,1,مباني فيزيك و مكانيك خاك عملي,درستكار وجيهه,هرهفته,يك شنبه,11:00-12:30,دانشكده كشاورزي- ساختمان زيتون آزمايشگاه خاك شناسي
1912259,1,رياضي فيزيك 2,شجاعي محمدرضا,هرهفته,يك شنبه,11:00-12:30,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912258,1,رياضي فيزيك 1,مومني مهدي,هرهفته,يك شنبه,11:00-12:30,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912012,5,آز فيزيك 2 -فني,خادمي تهمينه,هرهفته,يك شنبه,11:00-12:30,
1912022,1,رياضي فيزيك 2,شجاعي محمدرضا,هرهفته,يك شنبه,11:00-12:30,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912021,1,رياضي فيزيك 1,مومني مهدي,هرهفته,يك شنبه,11:00-12:30,دانشكده فيزيك كلاس 26-دانشكده فيزيك
1912010,5,آز فيزيك 1 - فني,واعظي مهران,هرهفته,يك شنبه,11:00-12:30,ساختمان آزمايشگاهها فيزيك پايه 1
2112010,2,مدارهاي منطقي,مرتضايي زهرا,هفته هاي زوج,يك شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 5-دانشكده كامپيوتر
2112010,1,مدارهاي منطقي,فرهادي محسن,هفته هاي زوج,يك شنبه,11:00-12:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2012314,1,مباني زمين شيمي,علي پوراصل مسعود,هرهفته,يك شنبه,11:00-12:30,
1912019,1,مكانيك تحليلي 2,قاضي محمدابراهيم,هرهفته,يك شنبه,12:30-14:00,دانشكده فيزيك كلاس 28-دانشكده فيزيك
1912018,1,مكانيك تحليلي 1,حسيني منصوري سيدعلي,هرهفته,يك شنبه,12:30-14:00,دانشكده فيزيك كلاس 25-دانشكده فيزيك
1912276,1,مكانيك تحليلي 1,حسيني منصوري سيدعلي,هرهفته,يك شنبه,12:30-14:00,دانشكده فيزيك كلاس 25-دانشكده فيزيك
1912277,1,مكانيك تحليلي 2,قاضي محمدابراهيم,هرهفته,يك شنبه,12:30-14:00,دانشكده فيزيك كلاس 28-دانشكده فيزيك
1612015,2,طراحي اجزا 2,نظري محمدباقر,هرهفته,يك شنبه,12:30-14:00,دانشكده مكانيك كلاس 9-دانشكده مكانيك
1714035,1,تحليل سازه 2,باسليقه فرنوش,هفته هاي زوج,يك شنبه,12:30-14:00,دانشكده عمران كلاس 17-دانشكده عمران
1422016,2,اصول حسابداري و هزينه يابي,ميرلوحي سيد مجتبي,هفته هاي فرد,يك شنبه,12:30-14:00,
2312723,1,مباني استعداد يابي ورزشي,مكبريان منصوره,هرهفته,يك شنبه,12:30-14:00,ساختمان دانشكده تربيت بدني كلاس 103 تربيت بدني
2312739,1,تنيس روي ميز (1),ساساني مقدم شيوا,هرهفته,يك شنبه,12:30-14:00,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن تنيس روي ميز
2112106,1,تجارت الكترونيكي,زاهدي مرتضي,هرهفته,يك شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 4-دانشكده كامپيوتر
2312614,7,تربيت بدني,نادري عين اله,هرهفته,يك شنبه,14:00-15:30,سالن شماره 3(پرديس فناوريهاي نوين) سالن تمرين با وزنه(پرديس2 فني)
2312709,1,آمادگي جسماني(2),حسني علي,هرهفته,يك شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن تمرين با وزنه
2312616,8,تربيت بدني,قرباني معصومه,هرهفته,يك شنبه,14:00-15:30,مجموعه خوابگاه ها سالن حجاب (خواهران)
2312743,1,ورزش ها و بازي هاي بومي و سنتي,باقري هادي,هرهفته,يك شنبه,14:00-15:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن تنيس روي ميز
2312733,1,ژيمناستيك (2),رضواني محمدحسين,هرهفته,يك شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن كشتي و ژيمناستيك
2312777,2,ايروبيك 2,دهقان پوري حوريه,هرهفته,يك شنبه,14:00-15:30,سالن شماره 1 (فجر) سالن چند منظوره (اصلي)
2312776,3,بدمينتون(2),ساساني مقدم شيوا,هرهفته,يك شنبه,14:00-15:30,سالن شماره 2 (انقلاب)جنب دانشكده مديريت سالن انقلاب
2412313,1,معماري اسلامي 1,محسني منصوره,هرهفته,يك شنبه,14:00-15:30,دانشكده فيزيك كلاس 1-دانشكده معماري و شهرسازي
2412341,1,طراحي فني,كرمي اسلام,هرهفته,يك شنبه,14:00-15:30,دانشكده فيزيك آتليه 8-دانشكده معماري و شهرسازي
2512038,1,سراميك ها و ديرگدازها,قطعي مجتبي,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 108 دانشكده مهندسي شيمي ومواد
2512038,2,سراميك ها و ديرگدازها,شجاعي بهاءآباد مريم,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2412473,1,تاريخ شهر و شهرسازي در جهان,دادپور سارا,هرهفته,يك شنبه,14:00-15:30,
1112009,3,رياضيات مهندسي,خرقانيان رضا,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 6-دانشكده برق
1112009,1,رياضيات مهندسي,آزادي طينت نيما,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 4-دانشكده برق
1112009,2,رياضيات مهندسي,حسين تبار مرزبالي محمد,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 5-دانشكده برق
1224104,1,كانه آرايي وآزمايشگاه,كارآموزيان محمد,هرهفته,يك شنبه,14:00-15:30,
1224070,1,تجزيه وتحليل داده هاي اكتشافي×,واعظيان احمد,هرهفته,يك شنبه,14:00-15:30,دانشكده معدن و ژئوفيزيك كلاس شماره 7-دانشكده معدن
,,,سيف پناهي شعباني كيومرث,,,,
1214089,1,استاتيك,جلالي سيد محمد اسماعيل,هرهفته,يك شنبه,14:00-15:30,
1112405,1,طرح پست هاي فشارقوي و پروژه,سيد برزگر سيد ميثم,هفته هاي زوج,يك شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 3-دانشكده برق
1112223,1,مخابرات ديجيتال,معروضي اميدرضا,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي برق و رباتيك كلاس 9-دانشكده برق
1416024,14,دانش خانواده و جمعيت,فندرسكي ابوالفضل,هرهفته,يك شنبه,14:00-15:30,دانشكده معدن و ژئوفيزيك كلاس شماره 5-آزمايشگاه سنگ و سيال دانشكده معدن
1418121,1,اخلاق حرفه اي در مديريت با رويكرد اسلامي,ملائي مهدي,هرهفته,يك شنبه,14:00-15:30,
1416013,4,تاريخ تحليلي صدر اسلام,انطيقه چي ناصر,هرهفته,يك شنبه,14:00-15:30,
1416024,1,دانش خانواده و جمعيت,داروغه فاطمه,هرهفته,يك شنبه,14:00-15:30,دانشكده علوم انساني كلاس 200-دانشكده مديريت
1416009,9,انقلاب اسلامي ايران,نصيري علي اصغر,هرهفته,يك شنبه,14:00-15:30,
1416013,1,تاريخ تحليلي صدر اسلام,حسيني وردنجاني سيد حميد,هرهفته,يك شنبه,14:00-15:30,دانشكده علوم انساني كلاس شماره 205-دانشكده مديريت
1414171,1,اقتصاد صنعتي,دهقاني علي,هرهفته,يك شنبه,14:00-15:30,
1416002,5,انديشه اسلامي 2,پياده كوهسار ابوالقاسم,هرهفته,يك شنبه,14:00-15:30,دانشكده رياضي كلاس 3-دانشكده رياضي
1414093,1,كنترلهاي داخلي و نظام راهبري شركتي,لطفي محسن,هفته هاي زوج,يك شنبه,14:00-15:30,
1414095,1,اصول حسابرسي 2,عامري مجيد,هفته هاي زوج,يك شنبه,14:00-15:30,
1312027,5,رياضي عمومي 1 - فني,حجازي سيد رضا,هرهفته,يك شنبه,14:00-15:30,
1312027,6,رياضي عمومي 1 - فني,خوش سيماي برگرد مريم,هرهفته,يك شنبه,14:00-15:30,
1312027,7,رياضي عمومي 1 - فني,دسترنج بلالمي الهام,هرهفته,يك شنبه,14:00-15:30,
1312027,8,رياضي عمومي 1 - فني,سيار طاهره,هرهفته,يك شنبه,14:00-15:30,
1312027,9,رياضي عمومي 1 - فني,نوري اسكندري محمدهادي,هرهفته,يك شنبه,14:00-15:30,
1314019,1,ساختمان داده ها و الگوريتم ها,قرآني مريم,هرهفته,يك شنبه,14:00-15:30,
1312029,11,معادلات ديفرانسيل,موسوي سيدرضا,هرهفته,يك شنبه,14:00-15:30,
1312029,12,معادلات ديفرانسيل,فتحعلي جعفر,هرهفته,يك شنبه,14:00-15:30,
1312029,13,معادلات ديفرانسيل,مغاري سميه,هرهفته,يك شنبه,14:00-15:30,
1414072,2,رفتار سازماني,اشرفي بزرگمهر,هرهفته,يك شنبه,14:00-15:30,
1318034,1,نظريه اندازه و كاربردها,خدامي عليرضا,هرهفته,يك شنبه,14:00-15:30,دانشكده رياضي كلاس 8-دانشكده رياضي
1714037,1,سازه هاي فولادي 1,توكلي سيد مهدي,هرهفته,يك شنبه,14:00-15:30,دانشكده عمران كلاس 17-دانشكده عمران
1714309,1,مهندسي آب و فاضلاب,تقي زاده فيروز جايي طاهره,هرهفته,يك شنبه,14:00-15:30,دانشكده عمران كلاس 12-دانشكده عمران
1812031,1,آزشيمي تجزيه 1,باقريان دهقي قدمعلي,هرهفته,يك شنبه,14:00-15:30,دانشكده علوم زمين آز مايشگاه 1 (شيمي آلي و معدني)
1714790,1,كاربردهاي فتوگرامتري,بيگدلي بهناز,هفته هاي فرد,يك شنبه,14:00-15:30,دانشكده عمران كلاس 20-دانشكده عمران
1812074,1,اصول صنايع شيميائي,سرگلزايي محسن,هفته هاي زوج,يك شنبه,14:00-15:30,دانشكده علوم زمين كلاس شماره 9-علوم زمين
1812072,1,شيمي صنايع معدني,بهراميان بهرام,هفته هاي فرد,يك شنبه,14:00-15:30,دانشكده علوم زمين كلاس شماره 7-دانشكده علوم زمين
1612016,1,مقاومت مصالح 2,حسيني فراش سيد مهدي,هرهفته,يك شنبه,14:00-15:30,دانشكده مهندسي شيمي ومواد كلاس شماره 105 دانشكده مهندسي شيمي ومواد
1612050,1,توربو ماشين,اكبرزاده پوريا,هرهفته,يك شنبه,14:00-15:30,دانشكده مكانيك كلاس 5-دانشكده مكانيك
1630005,1,متالورژي,وحدتي مهدي,هرهفته,يك شنبه,14:00-15:30,
1612115,2,برنامه نويسي كامپيوتر,پروز هادي,هرهفته,يك شنبه,14:00-15:30,
1514376,1,ديناميك,ميرزايي مقدم حسين,هرهفته,يك شنبه,14:00-15:30,
1514416,1,طراحي ماشينهاي برداشت,ساعدي سيد ايمان,هرهفته,يك شنبه,14:00-15:30,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 3
1514319,1,طراحي سامانه تحت فشار,موذن زاده روزبه,هرهفته,يك شنبه,14:00-15:30,دانشكده كشاورزي- ساختمان آموزشي كلاس شماره 1
1514301,1,نقشه برداري(2)-عملي,اژدري خليل,هرهفته,يك شنبه,14:00-15:30,
1514267,1,ميكرو بيولوژي خاك,عباسپور علي,هرهفته,يك شنبه,14:00-15:30,
1612007,3,علم مواد,وحدتي مهدي,هرهفته,يك شنبه,14:00-15:30,
1422036,1,مديريت مالي,عبدالباقي عطاآبادي عبدالمجيد,هرهفته,يك شنبه,14:00-15:30,
1426206,1,خواندن پيشرفته,سليمان جهان ايرج,هرهفته,يك شنبه,14:00-15:30,
1512271,1,توليد غلات,برادران فيروزآبادي مهدي,هرهفته,يك شنبه,14:00-15:30,
1512290,1,توليد محصولات ارگانيك,غلامي احمد,هرهفته,يك شنبه,14:00-15:30,دانشكده كشاورزي- ساختمان اداري كلاس شماره 7
1512188,1,هوا و اقليم شناسي كشاورزي-عملي,دلقندي مهدي,هرهفته,يك شنبه,14:00-15:30,مزرعه آموزشي باز مزرعه آموزشي شماره 1
1912320,1,فيزيك هسته اي 1 (فيزيك),ابراهيمي بسابي احسان,هرهفته,يك شنبه,14:00-15:30,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912225,1,فيزيك هسته اي 1,ابراهيمي بسابي احسان,هرهفته,يك شنبه,14:00-15:30,دانشكده فيزيك كلاس 27 (دانشكده فيزيك سالن سمينار)
1912139,2,آز فيزيك پايه 1 زمين شناسي,رفيعي مرتضي,هرهفته,يك شنبه,14:00-15:30,
1912334,1,پلاسما 1 (فيزيك مهندسي),حسيني سيد ايمان,هفته هاي زوج,يك شنبه,14:00-15:30,دانشكده فيزيك كلاس 21-دانشكده فيزيك
2112015,1,سيستمهاي عامل,تجري عليرضا,هرهفته,يك شنبه,14:00-15:30,مهندسي كامپيوتر و فناوري اطلاعات كلاس 6-دانشكده كامپيوتر
2412305,2,مقدمات طراحي معماري2,عامري منيره,هرهفته,يك شنبه,14:00-19:00,
2412488,2,كاربرد رايانه در شهرسازي,منصفي پراپري دانيال,هرهفته,يك شنبه,15:30-16:30,
2512021,1,متالورژي فيزيكي مواد1,حاجيان حيدري مصطفي,هرهفته,يك شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 101 دانشكده مهندسي شيمي ومواد
2512021,2,متالورژي فيزيكي مواد1,مولايي محمد جعفر,هرهفته,يك شنبه,15:30-17:00,دانشكده مهندسي شيمي ومواد كلاس شماره 102 دانشكده مهندسي شيمي ومواد
